Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
15876894,2016/3/26 11:38,2016/3/26 12:22,70072,2634,1027,Shady Ave and Ellsworth Ave,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15876913,2016/3/26 11:39,2016/3/26 12:02,70035,1366,1007,Stevenson St & Forbes Ave,1017,21st St & Penn Ave,Customer
15876960,2016/3/26 11:44,2016/3/26 12:01,70136,1055,1007,Stevenson St & Forbes Ave,1017,21st St & Penn Ave,Customer
15876961,2016/3/26 11:44,2016/3/26 15:42,70456,14282,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
15877049,2016/3/26 11:53,2016/3/26 12:03,70155,605,1025,Penn Ave & N Fairmount St,1018,37th St & Butler St,Customer
15877064,2016/3/26 11:54,2016/3/26 12:00,70201,373,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
15877071,2016/3/26 11:55,2016/3/26 14:10,70335,8094,1035,Fifth Ave & S Dithridge St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
15877099,2016/3/26 11:56,2016/3/26 14:12,70268,8136,1035,Fifth Ave & S Dithridge St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
15877154,2016/3/26 12:02,2016/3/26 12:18,70386,982,1020,42nd and Penn Ave.,1041,Fifth Ave & S Bouquet St,Subscriber
15877230,2016/3/26 12:09,2016/3/26 12:57,70278,2880,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
15877248,2016/3/26 12:10,2016/3/26 12:56,70009,2771,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
15877287,2016/3/26 12:14,2016/3/26 12:17,70030,213,1041,Fifth Ave & S Bouquet St,1039,Atwood St & Bates St,Subscriber
15877333,2016/3/26 12:19,2016/3/26 13:02,70039,2569,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15877337,2016/3/26 12:19,2016/3/26 12:45,70337,1561,1034,Ellsworth Ave & N Neville St,1033,Ivy St & Walnut St   ,Customer
15877377,2016/3/26 12:23,2016/3/26 12:42,70396,1110,1041,Fifth Ave & S Bouquet St,1044,Zulema St & Coltart Ave,Subscriber
15877388,2016/3/26 12:24,2016/3/26 13:00,70452,2154,1034,Ellsworth Ave & N Neville St,1004,First Ave & B St (T Station),Customer
15877399,2016/3/26 12:25,2016/3/26 13:00,70488,2077,1034,Ellsworth Ave & N Neville St,1004,First Ave & B St (T Station),Customer
15877409,2016/3/26 12:26,2016/3/26 12:45,70496,1149,1001,Forbes Ave & Market Square,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15877412,2016/3/26 12:26,2016/3/26 12:44,70195,1064,1001,Forbes Ave & Market Square,1012,North Shore Trail & Fort Duquesne Bridge,Subscriber
15877421,2016/3/26 12:27,2016/3/26 13:05,70150,2287,1045,S 27th St & Tunnel Blvd (Southside Works),1035,Fifth Ave & S Dithridge St,Customer
15877437,2016/3/26 12:28,2016/3/26 12:49,70124,1220,1001,Forbes Ave & Market Square,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15877470,2016/3/26 12:33,2016/3/26 15:39,70447,11144,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15877471,2016/3/26 12:33,2016/3/26 15:07,70006,9233,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
15877475,2016/3/26 12:33,2016/3/26 12:35,70044,124,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Subscriber
15877478,2016/3/26 12:33,2016/3/26 15:39,70072,11152,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15877529,2016/3/26 12:38,2016/3/26 13:25,70240,2793,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15877536,2016/3/26 12:39,2016/3/26 15:01,70369,8535,1032,Maryland Ave & Walnut St,1032,Maryland Ave & Walnut St,Customer
15877547,2016/3/26 12:40,2016/3/26 13:54,70156,4457,1012,North Shore Trail & Fort Duquesne Bridge,1016,17th St & Penn Ave,Customer
15877551,2016/3/26 12:40,2016/3/26 15:01,70482,8422,1032,Maryland Ave & Walnut St,1032,Maryland Ave & Walnut St,Customer
15877552,2016/3/26 12:40,2016/3/26 13:26,70433,2727,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15877558,2016/3/26 12:41,2016/3/26 15:01,70445,8415,1032,Maryland Ave & Walnut St,1032,Maryland Ave & Walnut St,Customer
15877563,2016/3/26 12:41,2016/3/26 13:17,70356,2140,1006,Ross St & Sixth Ave (Steel Plaza T Station),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
15877582,2016/3/26 12:43,2016/3/26 13:12,70004,1723,1044,Zulema St & Coltart Ave,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
15877590,2016/3/26 12:44,2016/3/26 13:16,70315,1906,1012,North Shore Trail & Fort Duquesne Bridge,1016,17th St & Penn Ave,Customer
15877594,2016/3/26 12:44,2016/3/26 13:15,70472,1836,1012,North Shore Trail & Fort Duquesne Bridge,1016,17th St & Penn Ave,Customer
15877598,2016/3/26 12:45,2016/3/26 13:47,70032,3756,1012,North Shore Trail & Fort Duquesne Bridge,1016,17th St & Penn Ave,Customer
15877617,2016/3/26 12:46,2016/3/26 13:25,70225,2368,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15877638,2016/3/26 12:48,2016/3/26 13:41,70458,3207,1012,North Shore Trail & Fort Duquesne Bridge,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15877639,2016/3/26 12:48,2016/3/26 13:11,70087,1380,1020,42nd and Penn Ave.,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
15877646,2016/3/26 12:48,2016/3/26 13:16,70499,1627,1012,North Shore Trail & Fort Duquesne Bridge,1003,First Ave & Smithfield St (Art Institute),Customer
15877650,2016/3/26 12:48,2016/3/26 13:15,70141,1620,1012,North Shore Trail & Fort Duquesne Bridge,1003,First Ave & Smithfield St (Art Institute),Subscriber
15877655,2016/3/26 12:49,2016/3/26 15:03,70094,8028,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15877719,2016/3/26 12:54,2016/3/26 15:07,70146,8013,1000,Liberty Ave & Stanwix St,1001,Forbes Ave & Market Square,Customer
15877736,2016/3/26 12:56,2016/3/26 15:03,70075,7610,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15877768,2016/3/26 13:00,2016/3/26 13:26,70227,1533,1000,Liberty Ave & Stanwix St,1016,17th St & Penn Ave,Customer
15877795,2016/3/26 13:04,2016/3/26 13:23,70248,1169,1020,42nd and Penn Ave.,1034,Ellsworth Ave & N Neville St,Customer
15877801,2016/3/26 13:05,2016/3/26 13:24,70459,1125,1000,Liberty Ave & Stanwix St,1016,17th St & Penn Ave,Customer
15877804,2016/3/26 13:05,2016/3/26 13:23,70277,1089,1020,42nd and Penn Ave.,1034,Ellsworth Ave & N Neville St,Customer
15877824,2016/3/26 13:07,2016/3/26 14:11,70219,3876,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15877832,2016/3/26 13:08,2016/3/26 14:12,70295,3840,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15877833,2016/3/26 13:08,2016/3/26 14:11,70097,3801,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15877839,2016/3/26 13:08,2016/3/26 13:35,70342,1587,1006,Ross St & Sixth Ave (Steel Plaza T Station),1018,37th St & Butler St,Customer
15877844,2016/3/26 13:09,2016/3/26 13:35,70019,1521,1006,Ross St & Sixth Ave (Steel Plaza T Station),1018,37th St & Butler St,Customer
15877855,2016/3/26 13:11,2016/3/26 13:20,70031,537,1028,Penn Ave & Putnam St (Bakery Square),1026,S Whitfield St & Baum Blvd,Customer
15877885,2016/3/26 13:15,2016/3/26 13:35,70148,1237,1006,Ross St & Sixth Ave (Steel Plaza T Station),1013,Isabella St & Federal St (PNC Park),Subscriber
15877896,2016/3/26 13:16,2016/3/26 13:37,70393,1210,1003,First Ave & Smithfield St (Art Institute),1047,S 22nd St & E Carson St,Subscriber
15877898,2016/3/26 13:17,2016/3/26 14:08,70078,3040,1000,Liberty Ave & Stanwix St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15877902,2016/3/26 13:18,2016/3/26 14:08,70424,3017,1000,Liberty Ave & Stanwix St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15877904,2016/3/26 13:18,2016/3/26 13:30,70477,741,1018,37th St & Butler St,1017,21st St & Penn Ave,Customer
15877906,2016/3/26 13:18,2016/3/26 13:30,70155,733,1018,37th St & Butler St,1017,21st St & Penn Ave,Customer
15877916,2016/3/26 13:20,2016/3/26 14:28,70364,4112,1007,Stevenson St & Forbes Ave,1007,Stevenson St & Forbes Ave,Customer
15877923,2016/3/26 13:21,2016/3/26 13:23,70356,121,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
15877924,2016/3/26 13:21,2016/3/26 14:20,70303,3554,1015,Federal St & E North Ave,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15877928,2016/3/26 13:21,2016/3/26 14:15,70256,3237,1033,Ivy St & Walnut St   ,1034,Ellsworth Ave & N Neville St,Customer
15877934,2016/3/26 13:22,2016/3/26 14:15,70337,3196,1033,Ivy St & Walnut St   ,1034,Ellsworth Ave & N Neville St,Customer
15877948,2016/3/26 13:23,2016/3/26 13:54,70273,1898,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1033,Ivy St & Walnut St   ,Customer
15877950,2016/3/26 13:23,2016/3/26 14:16,70471,3179,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
15877956,2016/3/26 13:23,2016/3/26 16:13,70099,10228,1048,S 18th St & Sidney St,1020,42nd and Penn Ave.,Customer
15877960,2016/3/26 13:23,2016/3/26 15:53,70294,9024,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
15877966,2016/3/26 13:24,2016/3/26 15:37,70112,7943,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
15877972,2016/3/26 13:25,2016/3/26 13:28,70356,215,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
15877974,2016/3/26 13:25,2016/3/26 15:34,70183,7763,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
15877975,2016/3/26 13:25,2016/3/26 15:34,70056,7735,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
15877996,2016/3/26 13:29,2016/3/26 14:47,70282,4666,1012,North Shore Trail & Fort Duquesne Bridge,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
15877997,2016/3/26 13:29,2016/3/26 13:53,70356,1462,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1033,Ivy St & Walnut St   ,Customer
15878008,2016/3/26 13:30,2016/3/26 14:56,70420,5171,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
15878034,2016/3/26 13:34,2016/3/26 14:42,70182,4090,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878035,2016/3/26 13:34,2016/3/26 14:40,70039,3976,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878038,2016/3/26 13:34,2016/3/26 14:56,70408,4938,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
15878041,2016/3/26 13:35,2016/3/26 14:47,70370,4329,1012,North Shore Trail & Fort Duquesne Bridge,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
15878053,2016/3/26 13:36,2016/3/26 13:57,70491,1221,1013,Isabella St & Federal St (PNC Park),1018,37th St & Butler St,Subscriber
15878056,2016/3/26 13:37,2016/3/26 14:56,70103,4758,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
15878063,2016/3/26 13:37,2016/3/26 14:56,70069,4761,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
15878067,2016/3/26 13:37,2016/3/26 14:56,70236,4707,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
15878074,2016/3/26 13:38,2016/3/26 15:14,70221,5748,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
15878079,2016/3/26 13:40,2016/3/26 15:14,70073,5649,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
15878115,2016/3/26 13:44,2016/3/26 14:40,70261,3353,1046,S 25th St & E Carson St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878117,2016/3/26 13:45,2016/3/26 15:35,70047,6651,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
15878127,2016/3/26 13:46,2016/3/26 16:15,70150,8952,1035,Fifth Ave & S Dithridge St,1035,Fifth Ave & S Dithridge St,Customer
15878128,2016/3/26 13:46,2016/3/26 16:15,70280,8938,1035,Fifth Ave & S Dithridge St,1035,Fifth Ave & S Dithridge St,Customer
15878130,2016/3/26 13:47,2016/3/26 15:36,70343,6559,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
15878133,2016/3/26 13:47,2016/3/26 15:11,70324,5060,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878140,2016/3/26 13:48,2016/3/26 15:10,70458,4900,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878172,2016/3/26 13:52,2016/3/26 14:20,70248,1651,1034,Ellsworth Ave & N Neville St,1033,Ivy St & Walnut St   ,Customer
15878180,2016/3/26 13:53,2016/3/26 14:20,70138,1599,1034,Ellsworth Ave & N Neville St,1033,Ivy St & Walnut St   ,Customer
15878184,2016/3/26 13:54,2016/3/26 14:56,70251,3755,1045,S 27th St & Tunnel Blvd (Southside Works),1000,Liberty Ave & Stanwix St,Customer
15878214,2016/3/26 13:59,2016/3/26 14:12,70490,810,1043,Coltart Ave & Forbes Ave,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878216,2016/3/26 13:59,2016/3/26 14:32,70488,1956,1004,First Ave & B St (T Station),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878217,2016/3/26 13:59,2016/3/26 14:28,70478,1749,1004,First Ave & B St (T Station),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878219,2016/3/26 13:59,2016/3/26 14:12,70186,793,1043,Coltart Ave & Forbes Ave,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878243,2016/3/26 14:02,2016/3/26 14:13,70491,666,1018,37th St & Butler St,1020,42nd and Penn Ave.,Subscriber
15878248,2016/3/26 14:03,2016/3/26 15:14,70120,4273,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
15878249,2016/3/26 14:03,2016/3/26 15:14,70392,4275,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
15878263,2016/3/26 14:05,2016/3/26 15:14,70063,4182,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
15878289,2016/3/26 14:08,2016/3/26 15:46,70240,5871,1004,First Ave & B St (T Station),1016,17th St & Penn Ave,Customer
15878293,2016/3/26 14:08,2016/3/26 15:46,70225,5880,1004,First Ave & B St (T Station),1016,17th St & Penn Ave,Customer
15878299,2016/3/26 14:09,2016/3/26 15:45,70452,5792,1004,First Ave & B St (T Station),1016,17th St & Penn Ave,Customer
15878332,2016/3/26 14:14,2016/3/26 14:49,70440,2129,1015,Federal St & E North Ave,1018,37th St & Butler St,Customer
15878333,2016/3/26 14:14,2016/3/26 14:49,70299,2090,1015,Federal St & E North Ave,1018,37th St & Butler St,Customer
15878338,2016/3/26 14:15,2016/3/26 14:48,70249,2014,1023,Liberty Ave & Baum Blvd,1023,Liberty Ave & Baum Blvd,Customer
15878347,2016/3/26 14:16,2016/3/26 14:46,70368,1816,1023,Liberty Ave & Baum Blvd,1023,Liberty Ave & Baum Blvd,Customer
15878348,2016/3/26 14:16,2016/3/26 15:06,70297,3007,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
15878356,2016/3/26 14:17,2016/3/26 15:09,70211,3155,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
15878360,2016/3/26 14:17,2016/3/26 15:01,70070,2679,1001,Forbes Ave & Market Square,1045,S 27th St & Tunnel Blvd (Southside Works),Daily
15878366,2016/3/26 14:18,2016/3/26 15:01,70026,2604,1001,Forbes Ave & Market Square,1045,S 27th St & Tunnel Blvd (Southside Works),Daily
15878368,2016/3/26 14:18,2016/3/26 14:36,70192,1091,1009,12th St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
15878372,2016/3/26 14:19,2016/3/26 14:37,70407,1082,1009,12th St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
15878377,2016/3/26 14:19,2016/3/26 14:38,70330,1125,1009,12th St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
15878398,2016/3/26 14:24,2016/3/26 14:26,70268,158,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1037,Frew St & Schenley Dr,Subscriber
15878402,2016/3/26 14:24,2016/3/26 14:26,70385,123,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1037,Frew St & Schenley Dr,Subscriber
15878423,2016/3/26 14:28,2016/3/26 15:17,70283,2930,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
15878425,2016/3/26 14:29,2016/3/26 15:16,70469,2874,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
15878435,2016/3/26 14:30,2016/3/26 18:09,70268,13137,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Subscriber
15878446,2016/3/26 14:31,2016/3/26 14:57,70442,1525,1003,First Ave & Smithfield St (Art Institute),1009,12th St & Penn Ave,Customer
15878447,2016/3/26 14:32,2016/3/26 15:54,70024,4964,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
15878455,2016/3/26 14:33,2016/3/26 15:52,70119,4787,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
15878460,2016/3/26 14:33,2016/3/26 17:38,70273,11083,1033,Ivy St & Walnut St   ,1033,Ivy St & Walnut St   ,Customer
15878461,2016/3/26 14:33,2016/3/26 15:55,70077,4887,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
15878466,2016/3/26 14:34,2016/3/26 15:53,70329,4726,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
15878472,2016/3/26 14:35,2016/3/26 18:09,70385,12860,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
15878475,2016/3/26 14:35,2016/3/26 17:34,70479,10733,1023,Liberty Ave & Baum Blvd,1023,Liberty Ave & Baum Blvd,Customer
15878481,2016/3/26 14:35,2016/3/26 18:09,70383,12815,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
15878493,2016/3/26 14:37,2016/3/26 15:10,70471,2013,1017,21st St & Penn Ave,1001,Forbes Ave & Market Square,Customer
15878496,2016/3/26 14:37,2016/3/26 15:10,70155,2000,1017,21st St & Penn Ave,1001,Forbes Ave & Market Square,Customer
15878502,2016/3/26 14:38,2016/3/26 16:36,70373,7039,1046,S 25th St & E Carson St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878503,2016/3/26 14:38,2016/3/26 15:52,70071,4426,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
15878505,2016/3/26 14:38,2016/3/26 14:43,70338,261,1019,42nd St & Butler St,1019,42nd St & Butler St,Customer
15878509,2016/3/26 14:39,2016/3/26 15:52,70477,4369,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
15878519,2016/3/26 14:40,2016/3/26 14:58,70096,1079,1046,S 25th St & E Carson St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878520,2016/3/26 14:41,2016/3/26 17:34,70276,10399,1023,Liberty Ave & Baum Blvd,1023,Liberty Ave & Baum Blvd,Customer
15878521,2016/3/26 14:41,2016/3/26 14:59,70418,1068,1046,S 25th St & E Carson St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878522,2016/3/26 14:41,2016/3/26 16:28,70045,6401,1019,42nd St & Butler St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15878523,2016/3/26 14:41,2016/3/26 15:02,70216,1251,1026,S Whitfield St & Baum Blvd,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
15878526,2016/3/26 14:42,2016/3/26 15:06,70252,1422,1040,Bigelow Blvd & Fifth Ave,1017,21st St & Penn Ave,Customer
15878530,2016/3/26 14:43,2016/3/26 15:53,70035,4230,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
15878544,2016/3/26 14:45,2016/3/26 16:28,70462,6175,1019,42nd St & Butler St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15878550,2016/3/26 14:46,2016/3/26 15:38,70367,3127,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878551,2016/3/26 14:46,2016/3/26 15:22,70134,2190,1015,Federal St & E North Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
15878552,2016/3/26 14:46,2016/3/26 15:51,70019,3902,1018,37th St & Butler St,1011,Fort Duquesne Blvd & 7th St,Customer
15878556,2016/3/26 14:46,2016/3/26 15:51,70342,3897,1018,37th St & Butler St,1011,Fort Duquesne Blvd & 7th St,Customer
15878558,2016/3/26 14:46,2016/3/26 15:38,70461,3085,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878568,2016/3/26 14:47,2016/3/26 16:03,70478,4574,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878569,2016/3/26 14:47,2016/3/26 16:03,70303,4573,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878571,2016/3/26 14:47,2016/3/26 16:03,70186,4572,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878572,2016/3/26 14:47,2016/3/26 16:03,70490,4570,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878574,2016/3/26 14:47,2016/3/26 16:03,70424,4569,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878575,2016/3/26 14:47,2016/3/26 16:03,70078,4567,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878597,2016/3/26 14:50,2016/3/26 15:50,70000,3583,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15878601,2016/3/26 14:51,2016/3/26 15:45,70017,3188,1014,Ridge Ave & Brighton Rd (CCAC),1041,Fifth Ave & S Bouquet St,Customer
15878607,2016/3/26 14:52,2016/3/26 15:50,70496,3453,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15878610,2016/3/26 14:53,2016/3/26 15:51,70195,3477,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15878615,2016/3/26 14:53,2016/3/26 15:44,70109,3027,1014,Ridge Ave & Brighton Rd (CCAC),1041,Fifth Ave & S Bouquet St,Subscriber
15878623,2016/3/26 14:54,2016/3/26 15:50,70304,3370,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15878624,2016/3/26 14:54,2016/3/26 15:44,70076,2992,1014,Ridge Ave & Brighton Rd (CCAC),1041,Fifth Ave & S Bouquet St,Customer
15878637,2016/3/26 14:57,2016/3/26 15:28,70081,1837,1016,17th St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
15878643,2016/3/26 14:58,2016/3/26 15:28,70014,1807,1016,17th St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
15878646,2016/3/26 14:58,2016/3/26 16:27,70212,5286,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15878662,2016/3/26 15:00,2016/3/26 16:25,70038,5066,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15878673,2016/3/26 15:03,2016/3/26 15:40,70041,2219,1041,Fifth Ave & S Bouquet St,1037,Frew St & Schenley Dr,Subscriber
15878674,2016/3/26 15:03,2016/3/26 15:28,70040,1489,1032,Maryland Ave & Walnut St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
15878680,2016/3/26 15:04,2016/3/26 15:27,70255,1428,1032,Maryland Ave & Walnut St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
15878688,2016/3/26 15:05,2016/3/26 15:23,70346,1030,1047,S 22nd St & E Carson St,1041,Fifth Ave & S Bouquet St,Subscriber
15878692,2016/3/26 15:06,2016/3/26 15:18,70218,703,1035,Fifth Ave & S Dithridge St,1031,Maryland Ave & Ellsworth Ave,Customer
15878693,2016/3/26 15:06,2016/3/26 15:36,70114,1791,1008,Centre Ave & Consol Energy Center,1000,Liberty Ave & Stanwix St,Customer
15878694,2016/3/26 15:06,2016/3/26 16:20,70216,4428,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1026,S Whitfield St & Baum Blvd,Subscriber
15878695,2016/3/26 15:06,2016/3/26 15:36,70233,1775,1008,Centre Ave & Consol Energy Center,1000,Liberty Ave & Stanwix St,Customer
15878720,2016/3/26 15:10,2016/3/26 15:19,70034,545,1011,Fort Duquesne Blvd & 7th St,1016,17th St & Penn Ave,Customer
15878721,2016/3/26 15:10,2016/3/26 15:19,70102,532,1011,Fort Duquesne Blvd & 7th St,1016,17th St & Penn Ave,Customer
15878743,2016/3/26 15:13,2016/3/26 16:18,70026,3874,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878754,2016/3/26 15:15,2016/3/26 17:04,70313,6573,1012,North Shore Trail & Fort Duquesne Bridge,1047,S 22nd St & E Carson St,Customer
15878759,2016/3/26 15:15,2016/3/26 15:45,70261,1812,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15878767,2016/3/26 15:16,2016/3/26 17:03,70204,6460,1012,North Shore Trail & Fort Duquesne Bridge,1047,S 22nd St & E Carson St,Customer
15878771,2016/3/26 15:16,2016/3/26 16:14,70193,3475,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
15878773,2016/3/26 15:16,2016/3/26 16:15,70148,3564,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
15878778,2016/3/26 15:16,2016/3/26 16:23,70483,4021,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15878796,2016/3/26 15:21,2016/3/26 17:43,70350,8563,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
15878799,2016/3/26 15:21,2016/3/26 17:42,70267,8433,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
